frm,to,len_mi
1217872637,1217872615,0.00671755739572341
1217872615,1217872601,0.00468142007732552
1217872601,1217872575,0.0095422608955499
1217872575,1217872551,0.0108192919740137
1217872551,1217872634,0.0046674651610548
1217872634,1217872671,0.00361671512617563
1217872671,1217872667,0.0102082257881998
1217872617,1217872669,0.00459946252809367
1217872669,1217872635,0.00186186703034584
1217872635,1217872593,0.00139509837172033
1217872593,1217872614,0.00381269617083829
1217872614,1217872656,0.00193270662178529
1217872656,1217872714,0.00201198728344229
1217872714,1217872638,0.00326033890752627
1217872638,1217872609,0.00307225625592261
1217872609,1217872611,0.0033956328602793
1217872611,1217872667,0.00298135825331398
1217872635,1217872633,0.00307628833494434
1217872633,1217872632,0.00350790250833769
1217872632,1217872600,0.00187609652007247
1217872579,1217872617,0.00280915695213824
1217872689,1217872581,0.00276620202947471
1217872581,1217872692,0.00280737755144274
1217872692,1217872571,0.00333061993581096
1217872571,1217872599,0.00349307738320749
1217872599,1217872556,0.0028975140378543
1217872556,1217872678,0.0024985386777644
1217872678,1217872636,0.00265376575396619
1217872636,1217872651,0.00242759675998562
1217872651,1217872703,0.0027949608189731
1217872703,1217872666,0.0029969519632528
1217872666,1217872691,0.00284509031693424
1217872691,1217872652,0.00177454333346537
1217872652,1217872673,0.00155325475209787
1217872673,1217872582,0.00132468016061295
1217872582,1217872630,0.00449985088451946
1217872630,1217872595,0.00284893729495224
1217872595,1217872616,0.00313660094268069
1217872616,1217872650,0.00249351378693146
1217872650,1217872597,0.00257780028566895
1217872597,1217872712,0.00253017786046777
1217872712,1217872694,0.00268093232777779
1217872694,1217872589,0.00216409037892742
1217872589,1217872689,0.00224530518650524
49115041,1217872701,0.0037716754055127
1217872701,1217872648,0.00469215183873574
1217872648,1217872579,0.00232403278506427
769608970,1217880529,0.00931058203060489
1217880529,1217880502,0.00684426928752699
1217880502,1217880509,0.0121832258580497
1217880509,769608972,0.00578457589512375
769608972,769608976,0.015006931475192
769608976,769608979,0.00754555336918867
769608979,769608981,0.0312392711442178
769608981,769608983,0.0147540766860022
769608983,769608986,0.00833052495989176
769608986,1217872687,0.00651715874395698
1217872687,769608988,0.00469589245432731
769608988,769608990,0.00757142042693818
769609000,1217880518,0.0299760919616466
1217880518,1217880512,0.00657785069038359
1217880512,1217880501,0.00201778336535983
1217880501,769609003,0.00741887993148357
769609003,769609006,0.0758777319183676
769609006,769608970,0.0365875224507718
49133414,1447909506,0.00580261430049213
1447909506,49133416,0.0150031552004476
49133416,49047271,0.0149717919853352
49047271,49133417,0.0142704398695288
49133417,49133418,0.0119734573003321
49133418,49133420,0.0415100980100625
49133420,49133422,0.00874752089458354
49133422,49133423,0.0468962333109996
49133423,49133425,0.0134214736456427
49133425,49133427,0.0248590414061362
49133427,49133429,0.0270847057328301
49133429,49133431,0.03467705396813
49133431,49133433,0.0360556031928722
49133433,49133435,0.0236769756278347
49133435,49133437,0.0255292624625567
49133437,49133439,0.0134041420409155
49133439,49133440,0.0345984697331116
1357321189,1357321190,0.0818577475968304
1357321190,1357321192,0.133513853608823
1357321192,1357321194,0.0500158430960019
1357321194,1357321195,0.0517041237046695
1357321195,2656536529,0.0926628637462587
1357321210,1357321217,0.0542110220922624
1357321217,1357321218,0.0789674046919391
1357321218,1357321219,0.0389895310443544
1357321219,1357321220,0.0534454660588152
1357321220,1357321221,0.0123353153633854
1357321221,1357321222,0.0346406772210156
1357321222,1357321224,0.0315286920340922
1357321224,596262056,0.108910015424968
49400947,1447909505,0.00653443163032346
1447909505,49307574,0.0183208859252784
49307574,49400949,0.0447723738429264
49400949,49400950,0.00678799515274849
49400950,49400953,0.030677668837283
49400953,49400955,0.0108999787543633
49400955,49400957,0.033014305553956
49400957,49400959,0.0102023704906652
49400959,49400962,0.00663482803310548
49400962,49400964,0.00959008647247153
49400964,49400966,0.0975317728021856
49400966,49400967,0.0510331554310825
49133440,49121400,0.055914744259754
49133440,49497756,0.0476250889560144
49497756,49266939,0.0383831112240745
49266939,49564569,0.137961447753097
49564556,49564557,0.0310498864226971
49564557,49564558,0.0155300014672846
49564558,49564560,0.0285810698721945
49564560,49564562,0.0190883929151236
49564562,49564563,0.0265614803557209
49564563,49133440,0.0246874559898828
735,49132905,0.0121274107554555
1117,49072642,0.0195583740791286
1267,49635829,0.0130179542004765
1558,49133437,0.0205531813753464
2209,49497754,0.0279146253604966
2269,49564563,0.0188436809164339
2479,49585619,0.015029877765243
2759,49364294,0.0175457001794354
3541,49400949,0.0212309907766461
3602,49072642,0.015964628442153
3840,49723548,0.0244452805187877
4693,49564562,0.0185758119515541
4791,49497754,0.0546061176621897
5735,49400953,0.0183385511497861
8787,49072642,0.0182522017148442
9199,49364294,0.0170971488225797
10620,49692749,0.0778466730152794
10755,49672370,0.0176090135501408
10787,49132894,0.0214350856137628
12442,49400964,0.0170170178282337
15415,49400947,0.0210734896387024
16236,49307574,0.0202535900713027
17220,49731101,0.0157125018558758
17936,49692747,0.01545573756074
19622,49364293,0.0178726139007215
19758,49400964,0.0516873533697458
19822,49400967,0.028927487752205
20188,49400947,0.025635863145219
20399,49400955,0.0191829789039459
20416,49266939,0.0467645429805991
21550,49497752,0.0191412771762378
21874,49133431,0.0155102252706668
22313,1447909508,0.0150628323941021
22945,49723543,0.0149986896012602
24724,49132907,0.0263384796245286
26166,49307572,0.0158260168724923
27473,1357321218,0.00609166664787068
29561,49346947,0.021799808269386
31004,49252605,0.0265782505253057
31716,49591020,0.0187341672091616
32613,49047272,0.0167531260530315
32816,49307573,0.0193506127071238
33125,49692747,0.0203822589629828
33563,49591016,0.0191295015166174
33683,49400967,0.0161813466863337
34184,49497752,0.0241119694492703
35001,49529422,0.0278787593142184
35417,49591029,0.0171120435823634
35592,49497748,0.0202594882842344
36712,49497754,0.0213218256968454
38850,769609006,0.0132294154177077
40346,49133423,0.0132436801262157
41062,49497750,0.0222917097858033
42594,49672366,0.0142858206765918
42985,49132894,0.019869787021614
43379,49591029,0.0250644114260365
44910,49672368,0.0142121954998219
45395,49132898,0.0190887698374723
45432,49307574,0.0146742126421447
45865,49591025,0.0196468104849754
46977,49573569,0.0449509100952972
48255,49266939,0.0557836988582397
48571,49591016,0.0154360440151686
48812,49133418,0.0155578190254031
49547,49266939,0.0213955136900709
49796,49692747,0.0206167050513804
50342,49497756,0.0207675749259453
52049,49266939,0.0188840803608394
52795,49133435,0.0145408063784275
53100,1447909510,0.0153406117001957
53760,49133439,0.0155034432718936
54919,49132894,0.0255110410757891
56080,49121402,0.018164871537828
56684,49591018,0.02055623375745
56860,49585620,0.0245201625663299
57064,49133440,0.0184408923863066
57709,49497752,0.0174391578617827
59232,49266939,0.019829283017927
59499,1447939098,0.0178813029719327
60033,49497748,0.0341364403222585
61903,49133423,0.0166081902297841
61965,49723543,0.0175569944420569
62082,49364294,0.0143800836191101
62111,49672368,0.017957708337022
62130,49364293,0.0303772793587237
62160,1447932578,0.0154039354699316
62889,769608979,0.0100647322676035
63335,1357321190,0.0238446097008559
63434,49400967,0.0213143457235471
63460,49400964,0.0241610563360107
66078,49692747,0.02811703313297
66513,49252605,0.0179835681627788
68285,49266939,0.02696361865687
70494,49564563,0.0151989972345735
71431,49346947,0.0142597401474429
72071,769608979,0.0246288205443574
72213,596262056,0.024470619159525
74008,49132905,0.0118774259338261
75068,769608979,0.0340760751649308
75281,49133439,0.0225777314596948
75455,49266939,0.0374529536139181
76626,49346948,0.0235955807661816
79327,49266939,0.071513546796202
79490,1447932578,0.0137717878906598
79961,49635825,0.0176014256505208
81357,49121402,0.0159568825740758
82338,49266939,0.0749878791157674
83009,1357321189,0.0129051924227969
83621,49692749,0.0251274166234282
84414,1447909518,0.015355783708282
84447,49723548,0.0212939936004464
85691,769609003,0.0220032140959473
85846,49529190,0.0178470231257639
86669,49133435,0.0172778773860126
87159,49573569,0.0264401094767141
87836,769608979,0.0157771094801012
89090,49723551,0.023239969222919
89538,49132900,0.0173394299935271
89976,49252605,0.0186414710051839
92131,49672366,0.0236676959271899
92504,49529420,0.0126504835907083
93254,49056174,0.0173655907916653
93323,49133435,0.0146994347511143
93774,49133440,0.0212388495563571
93933,49133433,0.0171183982218064
95209,49692749,0.0429620016899369
97343,49400967,0.0158802823083957
97371,49591020,0.0135616115169899
97479,49400966,0.0191380894496601
98287,49400964,0.0221752681073065
100291,49400964,0.015420097962739
100402,769608979,0.0124607483298089
101400,49400967,0.0273802097261713
102059,49133420,0.0157830944053538
102609,49252605,0.0555394382336364
103973,1447909504,0.0180828317694173
103990,49388644,0.0181163970887366
104362,49564562,0.0157915604582776
105100,49132900,0.0210790535380943
107311,49497748,0.0195827481351448
107478,1217880509,0.0103885878745194
108596,49266939,0.018924397353284
108654,49731103,0.0308038041351807
109488,49564562,0.0152815922275117
109611,49672366,0.0324559536305846
111084,49564569,0.0645024376465475
112234,49252605,0.0461095156452451
113062,49252607,0.071951563126452
113344,49132902,0.0143078650383563
114518,49388644,0.0212804128666228
116316,49692747,0.0254348357473506
117947,49723545,0.0175470619624756
122406,49133425,0.0143117140703754
126392,49056173,0.0657888017889744
127682,49731101,0.0183163616166966
127935,49591016,0.0165842414180016
128328,49564569,0.0186111765003927
128554,49692749,0.0252009129528451
128574,49266939,0.0153195974722281
129332,49591031,0.024584077871735
129531,49056173,0.0203593958526644
130091,49252605,0.0652320227067061
131469,49133422,0.0154980425815857
131552,49497750,0.0209089380225427
132063,49564560,0.0184015869312206
132495,49529190,0.0150022708607541
134370,49389402,0.0220607906921077
136173,49692747,0.0247960416614447
136226,49400957,0.0154855181626223
136475,49252605,0.0139308092197196
136845,49692747,0.0154150747390404
138819,49564563,0.0160476971381286
138856,49672368,0.0178916945714877
139693,49731101,0.0249887047965011
140513,49389402,0.0203498439974076
141434,1357321210,0.00939009713481516
141649,49591032,0.0206845944976135
142250,49564558,0.0176879703753015
143026,1357321224,0.0253524874415511
143573,49389402,0.0169516874828437
145453,769608976,0.0132734121713247
146679,49388644,0.0262926836813774
148722,49497752,0.0202847892362058
149113,1217872685,0.00744611531658181
149468,49672370,0.0149107950657539
151130,49266939,0.032704299468368
151336,49591029,0.0389428396924242
151655,49497752,0.0276099245150107
151775,49692749,0.0469189785135513
152331,49121400,0.0175641006532649
152631,1357321218,0.0307369555117239
152708,49133429,0.0149179042697836
155251,49400962,0.0128511952968735
155619,49723548,0.019164597850812
156440,49723548,0.0140970689320075
157326,49591016,0.0193940212204994
159614,49564569,0.0547421849432045
160187,49723545,0.0188435099878997
160302,49400967,0.0268476715171397
160723,49400953,0.0155284401656212
160907,49400964,0.0413544457670905
164412,49400966,0.0180096083779679
166671,49497750,0.0176647914239446
166780,49591018,0.0146413265965989
166952,49266939,0.069644292796739
168120,49132901,0.0181488899557784
169022,49564560,0.0210808398393979
169425,49132898,0.0183865237720691
169933,49056173,0.0154062932233106
170819,49047272,0.018611288519717
171062,49591027,0.0184721292154446
172870,49573569,0.0640000020661914
172957,49672370,0.0142463597227367
174540,49497750,0.0164915538876495
176825,49056173,0.0458596135044719
178348,49497748,0.0282985967429118
179173,49133423,0.0170786494621292
179383,49497756,0.0181873735530994
179394,49133440,0.0283216563450857
179540,49056173,0.0273586660664327
179956,49723543,0.0160097194229181
180710,49529190,0.0192556080501672
181329,49056174,0.0650498236960022
181377,1217880529,0.0073167773751203
182164,49723545,0.0273281262311294
185195,49266939,0.0627767110675968
185825,1217872685,0.0101091294441893
187423,49252607,0.0184254316134761
188397,49121400,0.0253882452976997
188661,49692749,0.0420398687780112
189436,49564569,0.0269901668304129
190189,49133417,0.022393907184369
190639,49672368,0.0147458057693684
191012,49047271,0.0218541547370587
191269,49133431,0.0140157491063671
192605,769608981,0.0155854075724837
192747,49591031,0.017955772711104
193265,49307570,0.0138336328061073
194357,49585625,0.019499427113914
194592,49400966,0.0226123269736081
194685,1447932584,0.0168548876547245
195897,49266939,0.0458982509313388
196876,49133433,0.0201909592104729
197578,49573569,0.0542770911368007
199326,49133435,0.0163977940588861
200540,1357321210,0.0127066352412209
200583,49564557,0.0172066801989744
201306,49400962,0.0171148941413671
202348,49564556,0.016174292429834
202377,49252607,0.0537680853610101
202900,49133423,0.0252665495030481
204363,49731103,0.0387109489486343
204618,49252605,0.0259127084364507
204860,49115042,0.015290584121015
205827,49364294,0.0208119943229407
206270,49591032,0.0106883702930878
207751,49364293,0.0218496042077951
207995,49497748,0.0157166153046918
208934,49564560,0.0180866610265528
209635,49497748,0.0151419076848379
209789,49346947,0.0173457103736636
210228,49731106,0.0207634157153585
211138,49266939,0.0543791009554515
211688,1447909505,0.0115714769793288
212081,1357321217,0.0141293598289771
212809,769608970,0.0118733241276363
212811,49252607,0.0258751405122632
213985,49731106,0.0259748094845388
214289,49585628,0.0177260041295372
215183,49723545,0.0242976520413054
216756,49400966,0.0332289726882743
218362,49529190,0.0249705209450993
218483,49731101,0.0373896597611147
218952,49564569,0.0180811992496607
219581,49132901,0.0239633487652973
219757,49056173,0.0558508589546531
221472,49364293,0.0191497041440635
222473,49400950,0.0175740355368619
223309,49252607,0.0528590597932254
223984,1447932578,0.0155385055051041
225449,49591029,0.040903004951773
226374,49564563,0.026316425804055
229393,49497754,0.0646824206109645
229402,49672370,0.0161961878437066
229704,49266939,0.0280966062932332
229900,49400964,0.0477049047738843
230639,49252607,0.0434542440320982
231345,49252607,0.0802010453136012
232034,49731103,0.0339551616730848
232132,49307572,0.0164458996281514
233344,49400964,0.0505301995542185
233595,1447909504,0.015212825571881
234460,49529422,0.0185021723123435
234585,49132894,0.0448196111365089
234784,49121402,0.0158862217266859
235592,49400964,0.0449302396724043
236464,49497754,0.0145084084970268
236474,49266939,0.034980439108119
237395,49252607,0.0712085083207592
237550,49731105,0.0280506198570673
237620,49723548,0.017743935194358
238546,49497752,0.0153935903663759
239178,1447909517,0.0209165904181585
239295,49307573,0.0157287103847937
239917,49585633,0.0107647491835965
240801,49497750,0.0167357801118769
240844,49121401,0.0163029822943596
241104,49672366,0.0320674328879569
241208,49497754,0.01781519693937
243486,49400953,0.01101493613503
243749,49731103,0.0234917173468232
246000,49692749,0.0435299482982454
246647,49731103,0.0257004169919007
246907,49672363,0.0161012492957995
247732,49266939,0.0470742584334389
248151,49400957,0.0153410427895428
248988,49497750,0.0156909186612067
251633,49133418,0.0220343751308768
251704,49591027,0.0154653696050589
252241,49591027,0.0192608263150013
252404,49133433,0.0181097722781709
254001,49072641,0.0126342719434196
255954,49266939,0.0399638376490013
256006,49364293,0.0156236622487476
256368,49252607,0.0237022547543985
256551,49132900,0.0165008815320801
256818,49591025,0.0126428715080777
257517,49072642,0.0149710459663414
257645,1357321224,0.0161297829160203
259748,49573569,0.0184841109446039
260422,49133439,0.0199034106782926
260895,49591029,0.0387473711527648
260970,1357321217,0.0191104372217549
260995,49115042,0.0311821377821799
261087,49692749,0.0201128635014123
261498,49400957,0.0191261768972838
262971,49692749,0.0755735579748276
263250,49400947,0.0192238002174677
264093,49585620,0.0127240419120452
264321,49564569,0.0456115701629553
264868,49266939,0.0362282779780007
266390,49307570,0.0150204379116831
267670,49133437,0.0163332690108935
268053,49133431,0.0211228517848478
269916,49591025,0.0174324971493579
270511,1447909517,0.0206475804089633
270962,49731106,0.014397895759637
271274,49497754,0.0745959042080868
271715,49585633,0.0190295964587174
272036,49133427,0.0153826387581353
273276,49252607,0.0400259701791512
273857,49133425,0.0147061739158764
278926,1447909510,0.0171553387204692
279324,49266939,0.0661550762833125
279871,49564569,0.0265178649072062
280806,49364294,0.0151957170926149
281168,769608970,0.0139405948180247
281499,49731103,0.0174908445622318
282061,49056174,0.0549055976771795
282133,1217880529,0.0202247767710349
282434,49672368,0.0343834635141657
282944,49389402,0.0148563191225112
286261,49564569,0.0354224902001877
287113,49252607,0.062542595860702
288010,49132896,0.0145462819215707
288249,49252607,0.0185922010953986
289600,49672366,0.0167880231028734
290127,49497754,0.0138453296902166
293862,49133431,0.0233908934247956
294355,49731101,0.0330564963862709
294733,49731103,0.0188325764899546
296205,49132894,0.0417810589032598
297114,49132907,0.0285766825194474
297259,49252605,0.0283893062036479
297878,49389402,0.0188432036264318
299662,49591016,0.0237427267776641
299681,49252607,0.034378315645042
300795,1357321224,0.0129937403642771
301123,49115042,0.0223418539478288
302430,49564558,0.0160730020479481
302725,49133439,0.0110263226126683
304261,49133431,0.0171762291715545
304367,49133423,0.0193605312671444
305103,49497756,0.02005954782308
305908,49400966,0.0159411847308276
306247,49497754,0.0264672560066856
306651,49252605,0.0197532484022444
308323,49133427,0.0187974597305766
308629,49307572,0.0146540247111786
310863,49585619,0.0200878675710633
311474,49497748,0.0235772271793891
312763,49133418,0.0169771752848161
313830,49400964,0.0324603662455844
314421,49252605,0.0328051723332075
314796,769609003,0.0130565264945518
315175,49573569,0.0265602300044815
316378,49072642,0.0263551502449519
318617,49056174,0.0354490308398377
319297,49266939,0.0565841807170622
319410,49400966,0.0247310737784187
319678,49252605,0.0414763078709904
320493,769608981,0.00811879859322918
322329,49072642,0.0231566577473922
323560,49346948,0.0191115117549319
323643,769609006,0.0130798226322106
323683,49692747,0.0180941589799087
324564,49529422,0.0194345133119621
324678,49132902,0.0184397218189587
324900,49400967,0.0183775130453206
326133,49132894,0.0252670385118294
326937,49400955,0.015373431775773
327120,49585619,0.0198710379270273
327697,49132900,0.0151505508234482
329312,49585628,0.0128045361842268
329985,49266939,0.0147299982620639
333186,49400947,0.0177358982298282
337011,49497756,0.0177110792432413
337698,49497752,0.0162471379272218
337815,49364293,0.0284031131092833
338734,49497748,0.0344038867389845
339369,49564560,0.0165924272658504
341644,49133439,0.0170569737548949
343512,49497752,0.0238129904109401
343961,49400966,0.0176938605784822
344722,49388644,0.017767099341095
344859,769608976,0.00891764688875595
345323,49252607,0.0314314071638113
345895,49723548,0.0146984333646437
346944,49564560,0.0161551973391872
347593,49668393,0.0159812900179003
347882,49497750,0.0223955947814305
348496,49497754,0.0192942264101146
349721,49266939,0.0332376166115682
350259,49252607,0.0623739048797147
351726,49056173,0.0182538446417736
351795,1357321221,0.0288729867388047
352093,49591029,0.0188089944223407
353226,49400966,0.02715453804528
355604,49564569,0.0359011434342465
358467,49364294,0.0159809312898099
358494,49056174,0.04506657568957
358829,49497750,0.0173061609384121
359588,49497748,0.0324315487419785
361092,49564563,0.0160824604757575
361220,49133418,0.0258693620741471
361748,49731103,0.0428017598857015
363390,49072642,0.0205108045024062
364121,49672370,0.0233939883972487
364585,49731106,0.0166147680180341
365485,49564556,0.0190813216740707
365950,49497756,0.0163687510785085
366946,49731103,0.0181388784434054
367017,49692749,0.0459277321926448
367653,49056173,0.0136247158565437
368297,49115042,0.0245320520191116
369714,49400950,0.0142896141236075
370077,49307568,0.0184833389714577
371724,49497754,0.0449860121425787
373015,49731101,0.0210803116651706
373935,49564569,0.0449882160175295
374125,49132900,0.0299548999570903
374812,1447909510,0.0181308056714954
375581,49364293,0.0149261536502301
376727,49056174,0.0261370303171961
376796,49672368,0.0254349068585621
377059,49132894,0.0421222522966025
377293,49497754,0.0354996915659366
377372,49731101,0.0286605395490932
378887,49564562,0.0186190249677942
378939,49056173,0.026868800632813
379014,49133429,0.0196979927708222
379570,1357321217,0.0168299388455356
379834,49672366,0.0235327719151779
379932,49346948,0.0264300738989089
380509,49133416,0.0133183448039504
380548,49252605,0.0368999012806337
381124,49133433,0.0217011729071473
381371,49573569,0.0351789451421213
381741,49564569,0.055345934483987
382182,49400964,0.0299688313354494
383383,1447909508,0.0134735574688685
383537,1357321222,0.014244329437465
383567,49497756,0.0257046452834044
385158,49497752,0.0260677510011476
385938,49132902,0.0142212237417252
388851,49564569,0.0654166915937832
389190,49723548,0.0276574063554973
392805,49564556,0.0197532292745428
393446,49723543,0.0203702107938689
393721,49346948,0.0238315992278052
394101,49585628,0.0154125445901905
394796,49564560,0.0154603227270255
395803,49529422,0.0254666297347344
396028,49573569,0.0177530138971767
397367,49364293,0.0201518581317681
397483,49723545,0.0143921183809602
398420,49252605,0.0232657599604227
402168,49400959,0.0189939624312084
402571,49400949,0.0145280899266104
402610,49573569,0.0445774317821269
402740,49564558,0.0157378904965414
403244,49266939,0.0656956874638233
406463,49307570,0.0158982693918671
407255,49692747,0.018477034858695
407269,49389402,0.0182731057790588
407423,49497752,0.017741335660223
407623,49529422,0.0181175098612464
408596,49132901,0.0168522043544153
409233,49056173,0.0362858379106019
412679,49573569,0.0354078826383244
412942,49739155,0.014407119010789
413011,49115043,0.0149690098214614
414288,49497748,0.0177607424201569
414388,49400967,0.0192142143403967
417570,49132907,0.0232025779614334
417868,49497754,0.0197783920615963
418136,49400950,0.0143345084761188
420200,49133440,0.019311814589279
420967,49672368,0.0253364957248793
421035,596262056,1.25311284053752e-05
421954,49047272,0.0213066449989376
423237,49672368,0.0346190530744801
424431,49132894,0.0148588513784524
424868,49400964,0.0387105217636753
425051,49132894,0.0490652259086246
425293,49252605,0.0165851081868051
425401,49133417,0.0218203919768339
426537,1357321210,0.023186083558066
427526,49564556,0.0183271022167513
428461,49564557,0.0155013110979223
431955,49346947,0.0171345813474159
434175,49692749,0.0216677389826374
435063,49529422,0.0246623761721283
435931,49133427,0.0173118243848184
437053,49400967,0.0210224351097818
437591,49692749,0.0206062957667839
